NEWID,GENDER_F,GENDER_M,INTAKE_DSA,INTAKE_DSA (CCA),INTAKE_IP (X),INTAKE_IP (Y),INTAKE_JAE Ordinary Admission,SEC SCHOOL_BUKIT PANJANG GOVT. HIGH SCHOOL,SEC SCHOOL_CATHOLIC HIGH SCHOOL,SEC SCHOOL_CHIJ ST. NICHOLAS GIRLS' SCHOOL,SEC SCHOOL_CHUNG CHENG HIGH SCHOOL (MAIN),SEC SCHOOL_METHODIST GIRLS' SCHOOL (SECONDARY),SEC SCHOOL_NAN HUA HIGH SCHOOL,SEC SCHOOL_SCHOOL X,SEC SCHOOL_SCHOOL Y,SEC SCHOOL__Minority_Sch,KI,FM2,CP2,PH2,CH2,BY2,EL2,ELL2,EC2,EH2,EG2,S1_2,S2_2,S3_2,S4_2,S5_2,EC1,MA3-MOE,PH3-MOE,CH3-MOE,BY3-MOE,S1_3-MOE,Foreign_Lang,H1_Arts,H1_Sci,S2_3_EC3-MOE,MA2,PTS,NO OF CCA,GP/KI,H1,H3,GP/KI_C1,MA2_C1,H1_C1,PTS_C1,PTS_Sec4,AM,EM,CIP HOURS,CCA President,CCA Sec-Treas,CCA Role,CT Rep,CIP Leader,CIP Organiser
20200011,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.6,85,1,2,0,5,3,76,0,70,-0.67176018,1,1,37.5,0,0,0,1,0,0
20200012,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.8,77.5,1,3,0,5,4,54.7,0,61.25,-0.218251198,1,1,125,0,0,0,0,1,0
20200013,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,76.25,1,2,0,5,4,63.3,0,66.25,1.382661772,3,1,15.2,1,0,0,0,0,0
20200014,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,79.4,87.5,2,2,2,4,2,77.2,0,48.75,-0.67176018,1,1,12,0,0,0,0,0,0
20200015,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.8,78.75,2,2,0,5,3,66.3,0,62.5,-0.218251198,1,1,44.5,0,0,0,0,1,0
20200017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.7,58.75,1,2,0,5,3,50,0,53.75,0.066559885,1,1,142.5,0,0,1,0,0,1
20200018,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.4,80,2,2,0,5,3,58.7,0,70,-1.330782858,1,1,177,0,0,1,1,0,1
20200019,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70.1,83.75,1,1,0,3,2,70.2,0,77.5,0.1153044,1,1,50.5,0,0,1,0,0,0
20200020,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41.9,66.25,1,2,0,5,2,54.5,0,63.75,0.294034285,1,2,70.5,0,0,1,0,0,0
20200021,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.9,46.25,2,4,0,5,4,41.2,0,31.25,-0.67176018,2,1,64.5,0,0,0,0,1,0
20200022,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.9,78.75,1,3,0,5,3,77.9,0,71.25,0.294034285,1,1,1.5,0,0,0,0,0,0
20200023,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.9,52.5,1,1,0,5,2,52.1,0,53.75,-0.859585887,1,1,77.8,0,0,0,0,0,1
20200024,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.1,87.5,1,2,0,5,2,88.6,0,77.5,-0.680856001,1,1,16,0,0,0,0,0,1
20200025,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.6,72.5,1,3,0,5,3,67,0,68.75,-0.67176018,1,1,66,0,0,0,0,0,0
20200026,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44.2,60,1,2,0,5,3,38.4,0,50,-0.144666343,1,1,68,0,0,0,0,0,1
20200027,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5,48.75,1,2,0,5,4,47.6,0,51.25,0.066559885,1,1,31,1,0,0,0,0,1
20200028,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,89.7,90,1,1,0,2,1,96.5,0,80,-1.330782858,1,1,22.5,0,0,0,0,0,1
20200029,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.8,75,1,2,0,5,2,51.8,0,67.5,-0.67176018,1,1,41,0,0,1,0,0,1
20200030,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.8,51.25,1,2,0,5,3,44,0,50,1.220180057,2,1,13.5,0,0,0,0,0,0
20200031,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31.4,61.25,1,2,0,5,2,28.9,0,46.25,0.521508685,4,2,36.5,0,0,0,0,0,1
20200032,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9,87.5,1,2,0,5,3,74.1,0,71.25,-1.103308458,1,1,35,0,0,0,0,0,1
20200033,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,86.1,87.5,2,2,0,3,3,86.5,0,73.75,-0.632111486,1,1,110,0,0,1,1,0,1
20200034,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.8,87.5,2,1,0,5,1,79.1,0,71.25,-1.103308458,1,1,124,1,1,0,0,0,0
20200035,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51.7,68.75,1,2,3,5,4,60.7,1,66.25,3.409820661,3,2,41.5,0,0,0,0,0,0
20200036,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.2,78.75,1,3,0,5,3,70.5,0,72.5,0.765231257,1,1,96.5,0,0,0,0,0,1
20200037,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.8,72.5,1,2,0,5,3,72.4,0,73.75,-0.177162686,1,1,30,1,0,0,0,0,1
20200039,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.8,82.5,2,1,0,5,2,66.1,0,71.25,-0.67176018,1,1,30.5,1,1,0,0,0,0
20200040,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.5,56.25,3,3,2,5,4,49.6,0,36.25,0.688766767,1,1,73,0,0,0,0,0,1
20200041,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,48.75,1,2,0,5,3,41.2,0,42.5,1.918851429,2,1,24,0,0,0,0,0,1
20200042,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,90,2,1,0,5,2,80.4,0,77.5,-0.67176018,1,1,30,0,0,1,0,0,0
20200043,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.9,86.25,2,1,0,5,2,70.7,0,78.75,-0.632111486,1,1,112,0,0,1,1,0,1
20200045,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.9,83.75,1,2,0,5,3,64.5,0,66.25,-0.193410858,1,1,11,0,0,0,0,0,0
20200046,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.2,81.25,2,2,0,5,3,79.1,0,73.75,-1.103308458,1,1,63,0,0,1,1,0,1
20200047,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.9,83.75,1,2,0,5,2,69.7,0,75,-0.063425486,1,1,18.3,0,1,0,0,0,0
20200048,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.4,81.25,1,2,0,5,2,70.6,0,75,-0.680856001,1,1,47,0,0,0,0,0,1
20200049,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53.3,83.75,1,2,0,5,3,60.4,0,70,-1.330782858,1,1,125,0,0,0,1,0,1
20200050,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72.6,86.25,1,1,0,1,2,67,0,72.5,0.1153044,1,1,122,0,1,0,0,1,0
20200051,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36.2,66.25,1,2,0,5,4,39.9,0,51.25,0.066559885,4,1,48,0,0,1,0,0,1
20200052,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27.3,22.5,1,3,7,5,5,21.7,3,27.5,2.956311679,2,2,76,0,0,1,0,0,1
20200053,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5,85,2,2,0,5,4,68.6,0,68.75,0.235257785,2,1,96,0,0,0,0,1,0
20200054,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.3,50,1,1,0,5,2,47.6,0,31.25,0.992705657,3,1,183,0,0,0,0,0,1
20200055,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,88.2,90,1,1,0,3,2,87.3,0,78.75,-0.355892572,1,1,44,0,0,0,0,0,0
20200056,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.8,67.5,1,3,0,5,3,73.3,0,72.5,-0.67176018,1,1,13,0,0,0,0,0,0
20200057,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.8,80,1,3,0,5,3,66.3,0,71.25,-0.218251198,1,1,3.5,0,1,0,1,0,0
20200058,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.6,55,1,1,0,5,2,44.7,0,56.25,-0.177162686,1,1,10,0,0,0,0,1,0
20200059,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,81.25,1,2,0,5,3,66.8,0,65,-0.67176018,1,1,76.5,0,0,0,0,0,1
20200060,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.9,78.75,1,4,0,5,4,68.6,0,67.5,0.521508685,1,1,32,0,0,0,0,0,0
20200061,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,75,1,2,0,5,4,72.9,0,68.75,-0.218251198,1,1,176,1,0,0,0,0,1
20200062,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.8,78.75,1,2,0,5,3,54.7,0,67.5,-0.67176018,1,1,82,0,0,0,1,1,0
20200063,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71.9,90,1,1,0,2,1,71,0,78.75,-1.103308458,1,1,58.5,0,1,0,0,1,0
20200064,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.1,71.25,1,2,0,5,4,55.1,0,51.25,-0.67176018,1,1,121.1,0,0,0,0,1,0
20200065,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.7,80,1,1,0,5,2,69.7,0,76.25,-1.005819429,1,1,21.5,0,0,0,0,0,1
20200066,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,36.25,1,4,0,5,4,35,0,41.25,1.561391657,5,3,18,0,0,0,0,0,1
20200067,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,63.1,76.25,1,3,0,3,4,67.2,0,63.75,0.440267828,1,1,50,0,0,0,0,0,1
20200068,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,85.1,90,1,1,0,1,2,93.4,0,77.5,-1.168301144,1,1,80.8,0,1,0,0,0,1
20200069,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.5,82.5,1,1,0,5,3,70.6,0,71.25,-0.242155372,1,1,1.5,0,0,0,0,0,0
20200070,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.9,68.75,1,2,0,5,3,68.2,0,58.75,0.943961143,1,1,68,0,0,0,0,1,0
20200071,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.3,82.5,1,2,0,5,3,72.2,0,75,-0.632111486,1,1,36,0,0,0,0,0,1
20200072,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,41.25,1,2,0,5,2,41.2,0,53.75,1.561391657,1,4,0,0,0,1,0,0,0
20200073,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.5,90,2,1,0,5,1,81.7,0,80,-0.599615144,1,1,337,0,0,1,0,0,0
20200074,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.9,86.25,1,1,0,5,2,65.2,0,68.75,-1.330782858,1,1,44.5,0,0,1,0,0,1
20200075,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,72.5,1,4,0,5,6,64.3,0,66.25,0.235257785,1,1,12,1,0,0,0,0,0
20200076,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.8,72.5,1,2,0,5,3,64.3,0,60,0.521508685,1,1,17.5,0,0,1,0,0,0
20200077,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8,48.75,1,2,0,5,2,58.2,0,68.75,-1.330782858,1,1,28.5,0,0,0,0,0,1
20200078,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2,47.5,1,3,0,5,4,39.5,0,48.75,1.447654457,1,1,36.5,0,0,0,0,0,1
20200079,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,78.75,1,1,0,5,3,63.9,0,71.25,0.235257785,1,1,5,0,0,0,0,0,0
20200080,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44.6,70,1,2,0,5,4,48.1,0,48.75,0.765231257,1,1,64,0,0,0,0,0,1
20200081,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.4,88.75,1,1,0,5,2,77,0,78.75,-1.184549315,1,1,48.8,0,0,0,0,0,1
20200082,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.4,60,1,2,0,5,3,50.9,0,58.75,0.1153044,1,2,20.8,0,0,0,0,0,0
20200083,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35.8,57.5,1,2,3,5,3,33.7,0,40,1.691377029,5,2,45,0,0,1,0,0,0
20200084,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,77.4,88.75,1,1,0,2,2,76.6,0,77.5,-1.330782858,1,1,30,0,0,0,0,0,1
20200085,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.6,83.75,1,2,0,5,4,75.6,0,68.75,-0.404637086,1,1,12.5,0,0,0,0,0,0
20200086,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22.5,0,2,0,5,2,26,0,22.5,-0.67176018,1,1,14.7,0,0,0,0,0,0
20200087,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.9,22.5,1,2,5,5,4,32.7,5,16.25,2.828749029,3,3,9.6,0,0,0,0,0,0
20200088,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.2,73.75,2,3,0,5,3,34.3,0,55,0.294034285,2,1,84,0,0,1,0,0,1
20200089,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,87.5,1,2,0,1,2,84.4,0,77.5,-0.355892572,1,1,60,0,0,0,0,0,1
20200090,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.5,85,1,2,0,5,2,64.1,0,72.5,-0.632111486,1,1,23,0,0,0,1,0,1
20200091,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,77.5,1,2,0,5,5,42.6,0,47.5,-0.67176018,1,1,62,1,0,0,0,0,1
20200092,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.4,73.75,1,3,0,5,4,68.3,0,65,-0.218251198,1,1,0,0,0,1,0,0,0
20200093,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.7,46.25,1,2,0,5,3,44.1,0,52.5,0.521508685,4,2,43,0,0,0,1,1,0
20200094,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62.6,83.75,2,1,0,5,1,71.6,0,73.75,-1.103308458,1,1,31,0,0,0,0,0,1
