NEWID,GENDER_F,GENDER_M,INTAKE_DSA,INTAKE_DSA (CCA),INTAKE_IP (X),INTAKE_IP (Y),INTAKE_JAE Ordinary Admission,SEC SCHOOL_BUKIT PANJANG GOVT. HIGH SCHOOL,SEC SCHOOL_CATHOLIC HIGH SCHOOL,SEC SCHOOL_CHIJ ST. NICHOLAS GIRLS' SCHOOL,SEC SCHOOL_CHUNG CHENG HIGH SCHOOL (MAIN),SEC SCHOOL_METHODIST GIRLS' SCHOOL (SECONDARY),SEC SCHOOL_NAN HUA HIGH SCHOOL,SEC SCHOOL_SCHOOL X,SEC SCHOOL_SCHOOL Y,SEC SCHOOL__Minority_Sch,KI,FM2,CP2,PH2,CH2,BY2,EL2,ELL2,EC2,EH2,EG2,S1_2,S2_2,S3_2,S4_2,S5_2,EC1,MA3-MOE,PH3-MOE,CH3-MOE,BY3-MOE,S1_3-MOE,Foreign_Lang,H1_Arts,H1_Sci,S2_3_EC3-MOE,MA2,PTS,NO OF CCA,GP/KI,H1,H3,GP/KI_C1,MA2_C1,H1_C1,PTS_C1,PTS_Sec4,AM,EM,CIP HOURS,CCA President,CCA Sec-Treas,CCA Role,CT Rep,CIP Leader,CIP Organiser
20190058,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.5,78.75,2,3,0,5,3,63.2,0,67.5,-0.826725705,1,1,62,0,0,0,0,0,1
20190059,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67,83.75,2,3,0,3,2,78.7,0,77.5,-0.979205255,1,1,179,0,0,0,0,0,1
20190060,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5,71.25,1,3,0,5,4,59.1,0,63.75,-0.525881296,1,1,50,0,0,1,0,0,1
20190061,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5,81.25,1,1,0,5,2,55.7,0,77.5,-1.47786161,1,1,141,0,0,0,0,0,1
20190062,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67,80,1,2,0,1,4,84.8,0,75,-0.299219316,1,1,79,0,0,0,0,0,1
20190063,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.5,68.75,1,2,0,5,3,62.3,0,62.5,-0.826725705,1,1,8,0,0,0,0,0,0
20190064,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72,86.25,2,1,0,2,2,77.5,0,75,0.033218254,3,1,54,0,0,0,0,0,1
20190066,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,78.75,1,2,0,5,2,53.2,0,61.25,0.365655823,2,1,15.5,1,0,0,0,0,0
20190067,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,85,1,2,0,5,2,53.7,0,73.75,-0.888540463,1,1,3,0,0,0,0,0,0
20190068,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72.5,80,1,4,0,3,4,74.6,0,75,-0.315632581,1,1,4,0,0,0,0,0,0
20190069,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,45.5,66.25,1,2,3,5,4,43,0,33.75,0.195460543,1,2,9,0,0,0,0,0,0
20190070,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68,85,1,2,0,1,5,51.6,0,67.5,0.033218254,1,1,12,1,0,0,0,0,0
20190071,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,74,85,1,2,0,4,2,70,0,75,-1.311642825,1,1,62,0,0,0,0,0,0
20190072,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69,77.5,1,3,0,3,4,67.5,0,61.25,-0.117889733,1,1,222,0,0,1,0,1,0
20190073,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79.5,87.5,1,3,0,1,4,77.8,0,75,-1.311642825,1,1,56,0,0,0,0,1,0
20190074,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.5,81.25,1,2,0,5,2,55.1,0,66.25,-0.826725705,1,1,11.5,0,0,0,0,0,0
20190075,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58.5,76.25,2,1,0,2,2,62.2,0,65,-0.133000531,2,3,67,0,1,0,1,0,1
20190076,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,78.75,1,4,0,5,5,43,0,55,0.195460543,1,1,48,0,0,0,0,1,0
20190077,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68,82.5,1,2,0,2,2,62.4,0,68.75,0.033218254,2,1,61.5,0,0,1,0,1,0
20190078,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.5,78.75,1,2,0,5,4,57.8,0,62.5,0.229658636,1,2,35,0,1,0,0,0,1
20190079,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,85,2,2,0,5,3,39.8,0,65,-0.315632581,1,2,278.5,1,0,0,0,0,1
20190080,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,78.5,88.75,1,2,0,1,2,58.3,0,75,-1.190756436,1,1,32,0,0,0,0,1,0
20190081,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5,76.25,2,3,0,5,4,37.5,0,41.25,-0.315632581,1,2,4,0,0,0,0,0,0
20190082,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,60,1,2.6,0,5,4,44.4,0,56.25,-0.133000531,2,1,0,0,0,0,0,0,0
20190083,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,75,2,4,0,5,5,45.2,0,47.5,-0.315632581,1,1,52.8,0,0,1,0,1,0
20190084,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,77.5,2,1,0,5,3,44.3,0,60,0.123883045,3,3,470,0,0,1,0,0,1
20190085,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.5,76.25,1,1,0,5,2,63.1,0,61.25,-0.631656886,1,1,219,0,0,0,0,0,1
20190086,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57.5,82.5,1,1,0,5,1,54.3,0,70,0.123883045,5,2,31.5,0,1,0,0,0,0
20190087,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,80,1,2,0,5,6,41.6,0,50,-0.315632581,1,1,72,0,0,1,0,0,1
20190088,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,51.25,1,2,1,5,3,39.4,0,37.5,-0.315632581,1,1,41,0,0,0,0,1,0
20190089,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,78,88.75,2,2,0,1,2,65.2,0,75,-0.979205255,1,1,27,0,0,0,0,0,1
20190090,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,66.25,1,4,0,5,4,37.6,0,56.25,-0.315632581,2,1,98.7,0,0,0,0,0,1
20190091,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39,43.75,1,4,1,5,3,50.5,4,38.75,0.879422977,2,1,50.5,1,0,0,0,0,0
20190092,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.5,77.5,1,2,0,5,3,51.5,0,67.5,-0.299219316,1,1,70.5,0,0,0,0,0,0
20190093,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,88,87.5,1,2,0,2,5,79.5,0,73.75,0.195460543,1,1,22,0,0,0,0,0,1
20190095,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83.5,85,1,2,0,2,2,78.5,0,77.5,-0.344551712,1,1,25.5,0,0,0,0,0,0
20190096,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.5,82.5,1,2,0,5,2,72.9,0,77.5,-0.389884108,1,1,111.5,0,0,0,0,0,1
20190097,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76,80,2,2,0,5,3,68.2,0,73.75,0.637650199,2,1,31.5,0,0,1,1,0,1
20190098,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71,88.75,2,1,0,1,4,69.4,0,76.25,0.195460543,1,1,42,0,0,0,0,0,0
20190099,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56,57.5,1,5,0,5,5,58.3,0,55,-0.826725705,1,1,36,0,0,0,0,0,0
20190101,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5,32.5,1,5,0,5,4,53.8,0,56.25,0.195460543,1,1,42.5,0,0,0,0,0,1
20190102,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,81.25,1,3,0,5,4,50.3,0,67.5,-0.315632581,1,1,24,0,0,0,0,0,1
20190103,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,71,82.5,1,2,0,4,4,70.3,0,71.25,-0.903651262,1,1,63,0,0,0,0,0,0
20190104,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42,67.5,1,1,3,5,3,27.4,3,42.5,3.38781555,6,6,18.5,0,0,0,0,0,0
20190105,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53,57.5,1,3,0,2,3,51.2,0,63.75,0.879422977,1,1,8.5,0,0,0,0,0,0
20190106,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,68.5,85,1,2,0,3,2,64.7,0,75,-0.722321678,1,1,165.5,1,0,0,1,1,0
20190107,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49,27.5,1,4,6,5,4,42.6,5,31.25,3.629588328,6,2,66.5,0,0,0,0,0,0
20190108,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5,85,1,2,0,5,4,70.7,0,72.5,-0.826725705,1,1,32.5,0,0,0,0,0,0
20190109,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.5,80,1,2,0,5,5,54.5,0,65,0.033218254,2,1,19.5,0,0,1,0,0,0
20190110,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,60,1,3,0,5,4,50.6,0,43.75,0.195460543,1,1,20,0,0,0,0,0,0
20190111,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,61.5,80,1,3,0,2,3,67.9,0,73.75,0.199437039,1,1,47.5,0,0,0,0,0,1
20190112,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,87.5,1,2,0,5,3,74.8,0,73.75,-0.299219316,1,1,15.8,0,0,0,0,0,0
20190113,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,75,1,3,0,5,3,47,0,63.75,-0.315632581,1,1,38,1,0,0,0,0,0
20190114,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47.5,62.5,1,2,2,5,2,48,4,57.5,2.299838049,5,2,13.5,0,0,0,0,0,0
20190115,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,63.75,1,2,0,5,3,49.4,0,58.75,-0.315632581,1,1,15,0,0,0,0,0,0
20190116,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73.5,88.75,1,2,1,5,3,66.7,0,72.5,0.195460543,1,1,29,0,0,0,0,0,0
20190117,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,50,1,2,2,5,2,26.5,0,41.25,-0.315632581,1,1,173.4,0,0,0,0,1,0
20190118,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,47.5,2,4,2,5,4,33.6,0,31.25,-0.057446538,1,3,30,0,0,1,0,0,1
20190119,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,88.75,1,1,0,5,1,50.7,0,77.5,-1.47786161,1,1,99.8,0,0,0,0,1,0
20190120,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67,85,1,2,0,2,3,54.5,0,75,-1.024537651,1,1,305.5,0,0,0,0,1,0
20190121,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,91.5,88.75,1,1,0,2,3,82.8,0,77.5,-1.311642825,1,1,31,0,0,1,0,0,0
20190122,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,62.5,1,3,0,5,4,56.2,0,53.75,0.195460543,1,3,48,0,0,0,0,0,1
20190123,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,78.75,1,3,0,5,4,54.6,0,60,0.531874608,1,1,10,1,0,0,0,0,0
20190124,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.5,81.25,2,4,0,5,6,61.1,0,63.75,-0.315632581,1,1,58,1,0,0,0,0,0
20190125,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48.5,71.25,1,2,0,2,3,42.8,0,57.5,-0.888540463,1,1,0,0,0,0,0,0,0
20190126,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5,51.25,1,2,0,5,4,50,0,43.75,-0.826725705,1,1,39.5,0,0,0,0,0,0
20190128,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56.5,76.25,1,2,0,5,4,36.8,0,46.25,-0.133000531,1,1,68,0,1,0,0,0,0
20190129,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50.5,78.75,2,1,0,4,2,40.9,0,66.25,-1.024537651,1,1,68,0,0,1,0,0,0
20190130,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,36.25,1,3,0,5,4,25.3,0,38.75,1.166528151,2,2,51.5,0,0,0,0,0,0
20190131,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.5,66.25,1,2,0,5,3,52,0,53.75,-0.722321678,1,1,30,0,0,0,0,0,0
20190132,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85.5,90,1,1,0,1,3,77,0,77.5,-0.81298647,1,1,78.5,0,0,0,0,0,1
20190133,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,86.5,88.75,2,2,0,1,2,85.4,0,77.5,-1.326753623,1,1,37,0,1,0,0,0,0
20190134,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,78.75,1,2,0,5,4,58.1,0,63.75,0.199437039,1,1,54,0,0,1,0,0,0
20190135,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5,55,1,1,0,5,4,30.7,0,48.75,0.706553668,2,2,20,0,1,0,0,0,0
20190136,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.5,67.5,1,2,0,5,3,51.4,0,47.5,0.95497697,1,1,85.2,0,1,0,0,0,0
20190137,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,41.25,1,4,3,5,5,28.5,6,17.5,2.677608014,5,2,10,0,0,0,0,0,0
20190138,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5,82.5,2,2,0,5,2,69.8,0,75,0.195460543,1,1,57.8,1,0,0,0,0,1
20190139,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48,61.25,1,3,4,5,6,41,4,38.75,1.922068083,2,1,205.5,0,0,0,0,0,0
20190140,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.5,62.5,1,3,0,5,5,55.2,0,56.25,0.033218254,3,1,24,0,0,0,0,0,1
20190141,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67,81.25,1,3,0,4,3,56.2,0,70,-0.315632581,1,1,62,0,0,0,0,0,1
20190142,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,87.5,2,2,0,5,2,68.8,0,75,-0.722321678,1,1,11,1,0,0,0,0,0
